nakama  | + /nakama/nakama migrate up --database.address local:localdb@postgres:5432/nakama
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime_lua.go:1287","msg":"Allocated minimum Lua runtime pool"}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime_javascript.go:654","msg":"Initialising JavaScript runtime provider","path":"/nakama/data/modules","entrypoint":""}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime_javascript.go:1775","msg":"JavaScript runtime modules loaded"}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime_javascript.go:1778","msg":"Allocating minimum JavaScript runtime pool","count":16}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime_javascript.go:1786","msg":"Allocated minimum JavaScript runtime pool"}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime.go:767","msg":"Found runtime modules","count":1,"modules":["backend.so"]}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime.go:798","msg":"Registered Go runtime RPC function invocation","id":"get_player_profile"}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/runtime.go:2325","msg":"Registered Go runtime After function invocation","id":"authenticatecustom"}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/leaderboard_scheduler.go:113","msg":"Leaderboard scheduler start"}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/leaderboard_scheduler.go:310","msg":"Leaderboard scheduler update","end_active":"-1ns","end_active_count":0,"expiry":"-1ns","expiry_count":0}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.462Z","caller":"server/api.go:159","msg":"Starting API server for gRPC requests","port":7349}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.464Z","caller":"server/api.go:329","msg":"Starting API server gateway for HTTP requests","port":7350}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.466Z","caller":"server/console.go:176","msg":"Starting Console server for gRPC requests","port":7348}
nakama  | {"level":"info","ts":"2026-06-08T07:02:55.466Z","caller":"server/console.go:372","msg":"Starting Console server gateway for HTTP requests","port":7351}
nakama  | {"level":"info","ts":"2026-06-08T07:02:57.387Z","caller":"main.go:243","msg":"Startup done"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.875Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"187592e2-51f7-492d-ba1a-e1b4c684d03f","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.875Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"187592e2-51f7-492d-ba1a-e1b4c684d03f","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.875Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"6ac62f1b-4f18-45ad-9bcd-a2c92acd8e47","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.875Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"6ac62f1b-4f18-45ad-9bcd-a2c92acd8e47","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.875Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"cbfb0aaa-ab0f-4bc1-9f19-3a7ce981acb7","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.875Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"cbfb0aaa-ab0f-4bc1-9f19-3a7ce981acb7","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.881Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"e1c8568e-83c9-4f1a-a4fa-f64d37e836ae","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.881Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"e1c8568e-83c9-4f1a-a4fa-f64d37e836ae","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.881Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"c1c61ce0-5118-4d90-abda-83e963a3e5b7","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.881Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"c1c61ce0-5118-4d90-abda-83e963a3e5b7","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.881Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"dd2bdbd7-b763-46f6-b7d2-0492bea66436","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-06-08T07:03:30.881Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"dd2bdbd7-b763-46f6-b7d2-0492bea66436","error":"token has invalid claims: token is expired"}
