nakama  | + /nakama/nakama migrate up --database.address local:localdb@postgres:5432/nakama
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_lua.go:1276","msg":"Lua runtime modules loaded"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_lua.go:1279","msg":"Allocating minimum Lua runtime pool","count":16}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_lua.go:1287","msg":"Allocated minimum Lua runtime pool"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_javascript.go:654","msg":"Initialising JavaScript runtime provider","path":"/nakama/data/modules","entrypoint":""}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_javascript.go:1775","msg":"JavaScript runtime modules loaded"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_javascript.go:1778","msg":"Allocating minimum JavaScript runtime pool","count":16}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime_javascript.go:1786","msg":"Allocated minimum JavaScript runtime pool"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime.go:767","msg":"Found runtime modules","count":1,"modules":["backend.so"]}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime.go:798","msg":"Registered Go runtime RPC function invocation","id":"get_player_profile"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/runtime.go:2325","msg":"Registered Go runtime After function invocation","id":"authenticatecustom"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/leaderboard_scheduler.go:113","msg":"Leaderboard scheduler start"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/leaderboard_scheduler.go:310","msg":"Leaderboard scheduler update","end_active":"-1ns","end_active_count":0,"expiry":"-1ns","expiry_count":0}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.809Z","caller":"server/api.go:159","msg":"Starting API server for gRPC requests","port":8349}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.810Z","caller":"server/api.go:329","msg":"Starting API server gateway for HTTP requests","port":8350}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.811Z","caller":"server/console.go:176","msg":"Starting Console server for gRPC requests","port":8348}
nakama  | {"level":"info","ts":"2026-07-15T03:50:36.811Z","caller":"server/console.go:372","msg":"Starting Console server gateway for HTTP requests","port":8351}
nakama  | {"level":"info","ts":"2026-07-15T03:50:39.755Z","caller":"main.go:243","msg":"Startup done"}
nakama  | {"level":"info","ts":"2026-07-15T03:50:56.582Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"7b0d7c95-699c-44a5-8ee2-ec3644a27c2d"}
nakama  | {"level":"info","ts":"2026-07-15T05:34:00.695Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"c0e0dbad-f480-47f3-a69f-8da5bdb0b372"}
nakama  | {"level":"info","ts":"2026-07-15T06:10:23.603Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"c95e7ade-4e3c-48f9-a449-4860db2c139c"}
nakama  | {"level":"info","ts":"2026-07-15T06:12:38.247Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"fbdbe2fa-0fdc-4460-bc93-c7426e6a330d"}
nakama  | {"level":"info","ts":"2026-07-15T06:22:02.405Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"e6f2362d-2cd0-4b71-850e-8484a54a62d9"}
nakama  | {"level":"info","ts":"2026-07-15T06:24:26.777Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"08751c9d-0ebc-410d-8c58-946f963ec09a"}
nakama  | {"level":"info","ts":"2026-07-15T06:27:30.550Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"6ab2a7ee-c643-4bd8-abb1-68e36b729c86"}
nakama  | {"level":"info","ts":"2026-07-15T06:28:04.746Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"21f3efce-f212-4f4c-9238-04da47073c9e"}
nakama  | {"level":"info","ts":"2026-07-15T06:31:23.617Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"91ad9b81-3d25-494f-b04a-de500362d3d8"}
nakama  | {"level":"info","ts":"2026-07-15T07:11:03.589Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"c33ae363-b573-44d9-ac22-27333738e0d2"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.657Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"07769727-0f1e-41db-aba4-6f6cee4b3787","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.658Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"07769727-0f1e-41db-aba4-6f6cee4b3787","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.658Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"e63f9626-28b8-4048-b6ff-2c8b5cb42715","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.658Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"e63f9626-28b8-4048-b6ff-2c8b5cb42715","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.660Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"be286c23-d9e8-4792-b868-a2c522808a9d","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"34a133df-6dae-40ef-9c83-5ecaf07169e4","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"322038e9-4ab7-45c2-8bf7-5882f9f3438f","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"322038e9-4ab7-45c2-8bf7-5882f9f3438f","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"34a133df-6dae-40ef-9c83-5ecaf07169e4","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"be286c23-d9e8-4792-b868-a2c522808a9d","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:305","msg":"Failed to parse the session token.","trace_id":"7c3a0ba5-949d-452c-b219-38b62e34dcfb","error":"token has invalid claims: token is expired"}
nakama  | {"level":"error","ts":"2026-07-15T07:11:26.661Z","caller":"server/console_authenticate.go:309","msg":"Failed to parse token console jwt token.","trace_id":"7c3a0ba5-949d-452c-b219-38b62e34dcfb","error":"token has invalid claims: token is expired"}
nakama  | {"level":"info","ts":"2026-07-15T07:27:17.455Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"23045176-e5e2-4f75-9d21-c040b33c16a0"}
nakama  | {"level":"info","ts":"2026-07-15T07:30:57.087Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","mode":"after","api_id":"authenticatecustom","trace_id":"c29e2d1d-3aba-44b0-afdb-32f8e2807222"}
nakama  | {"level":"info","ts":"2026-07-15T07:31:04.774Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"9ff5b36d-73d7-4bc0-801a-355b6859dcab"}
nakama  | {"level":"info","ts":"2026-07-15T08:13:33.823Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"51f5ba99-7eac-4b1f-81c5-d1ed3bd06947"}
nakama  | {"level":"info","ts":"2026-07-15T08:17:02.831Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"98cd9442-2d57-44c1-9fef-e14c2322695e"}
nakama  | {"level":"info","ts":"2026-07-15T08:17:14.744Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"3eef397c-fe24-480e-993f-150fd34bb2ba"}
nakama  | {"level":"info","ts":"2026-07-15T08:29:57.282Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"1e0ec05e-b92d-40d0-bc09-b418477ed38a"}
nakama  | {"level":"info","ts":"2026-07-15T08:32:19.318Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"fac8ef5a-b385-4593-93d5-19f237e8271d"}
nakama  | {"level":"info","ts":"2026-07-15T08:35:35.318Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","mode":"after","api_id":"authenticatecustom","trace_id":"910d456d-4de3-4471-ad58-cf5d5d454377"}
nakama  | {"level":"info","ts":"2026-07-15T08:35:46.654Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"e6276167-85ac-42ba-8f2b-50e55642fcfb"}
nakama  | {"level":"info","ts":"2026-07-15T08:36:27.184Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"a4eb8382-48d0-40f2-88f2-828650fdb7cd"}
nakama  | {"level":"info","ts":"2026-07-15T08:36:48.641Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"2eee0db3-0f75-4228-aa2b-e5121ad847ac"}
nakama  | {"level":"info","ts":"2026-07-15T08:37:34.768Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"64b2cf89-0e79-4c1e-a06c-529053f645ef"}
nakama  | {"level":"info","ts":"2026-07-15T08:37:38.981Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"e78ec95e-293b-40ea-bd5e-f4e69cc3eaaf"}
nakama  | {"level":"info","ts":"2026-07-15T08:37:43.190Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"6e4ce3f1-0c00-433e-aab1-21a7bbae66a0"}
nakama  | {"level":"info","ts":"2026-07-15T08:37:52.522Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"7f2b6ad9-1be8-4e0f-91c4-bde707ed1faa"}
nakama  | {"level":"info","ts":"2026-07-15T08:44:35.567Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"d44e1aa2-56e0-497f-b777-859ff1ce7dab"}
nakama  | {"level":"info","ts":"2026-07-15T08:44:55.555Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"5b4e02f1-2c2f-4de0-82be-37ed14642b15"}
nakama  | {"level":"info","ts":"2026-07-15T08:48:32.033Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"52bbe7bd-9ea4-43b2-b06d-cac61d4c1805"}
nakama  | {"level":"info","ts":"2026-07-15T08:50:31.890Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"4a9bb2e2-a580-44bd-a810-c2dd68ce19f7"}
nakama  | {"level":"info","ts":"2026-07-15T08:51:49.453Z","caller":"runtime/main.go:211","msg":"player bootstrap complete user=cc1033f6-a2ac-44ad-a508-f359d5a88f74 playerId=0000003 created=false","runtime":"go","api_id":"authenticatecustom","mode":"after","trace_id":"847b3a76-5320-4ab1-940f-4f9676b41dbb"}
